reactions	FOCUS_401	FOCUS_402	FOCUS_410	FOCUS_413	FOCUS_414	FOCUS_417	FOCUS_428	FOCUS_431	FOCUS_433	FOCUS_444	FOCUS_445	FOCUS_450	FOCUS_454	FOCUS_457	FOCUS_461	FOCUS_463	FOCUS_488	FOCUS_498	FOCUS_509	FOCUS_528	FOCUS_541	FOCUS_546	FOCUS_547	FOCUS_551	FOCUS_554	FOCUS_558	FOCUS_562	FOCUS_564	FOCUS_570	FOCUS_579	FOCUS_582	FOCUS_586	FOCUS_592	FOCUS_597	FOCUS_609	FOCUS_610	FOCUS_621	FOCUS_625	FOCUS_626	FOCUS_632	FOCUS_659	FOCUS_665	FOCUS_667	FOCUS_672	FOCUS_676	FOCUS_679	FOCUS_688	FOCUS_697	FOCUS_698	FOCUS_701	FOCUS_711	FOCUS_713	FOCUS_725	FOCUS_733	FOCUS_754	FOCUS_763	FOCUS_780	FOCUS_784	FOCUS_786	FOCUS_795	FOCUS_796	FOCUS_804	FOCUS_805	FOCUS_806	FOCUS_812	FOCUS_827	FOCUS_831	FOCUS_832	FOCUS_833	FOCUS_838	FOCUS_846	FOCUS_848	FOCUS_857	FOCUS_871	FOCUS_874	FOCUS_885	FOCUS_889	FOCUS_900	FOCUS_905	FOCUS_911	FOCUS_921	FOCUS_925	FOCUS_930	FOCUS_931	FOCUS_939	FOCUS_940	FOCUS_957
K01809	3810.44	2498.54	2724.82	6089.62	4307.01	5121.66	4499.3	6010.61	3348.1	2557.23	2572.73	3521.04	2558.25	5098.95	3678.9	1133.47	1764.8	5623.93	2443.22	2008.88	3751.74	3810.82	4320.35	4348.88	1880.31	3889.39	5816.55	4176.35	4914.74	5302.2	3079.2	7045.3	2133.87	2168.73	3408.07	6692.8	3285.96	3725.73	3455.59	4942.45	3958.69	4067.33	5437.7	3355.68	5381.92	4561.41	5126.4	4094.65	6959.46	4106.55	5137.82	4486.98	3123.88	2853.84	1445.53	3235.95	1194.38	4018.32	4975.98	1934.35	4372.98	3143.9	4936.33	6433.42	4770.13	5481.67	4106.09	5811.93	2857.89	2647.4	3645.33	3502.09	4044.84	5916.9	7259.2	6416.1	2061.95	2620.39	942.75	4818.15	6508.62	3863.63	5742	1696.95	3941.8	4648.02	3079.63
K01810	5986.44	4086.87	3516.82	7577.12	5568.18	7547.83	5618.47	7183.69	5476.6	3520.73	4487.48	5038.96	3598.42	6172.95	5927.9	3191.96	4842.13	6736.43	4891.96	2946.38	4347.49	4119.32	5318.27	4955.21	3059.81	5773.64	7483.8	6001.68	5916.99	6095.53	6925.37	7492.63	3566.12	2660.73	4733.74	7662.05	5150.96	5395.73	5205.59	6635.28	4974.94	6293.58	6077.03	4975.18	6152.59	5664.41	6071.73	6615.49	7646.63	7634.89	5851.82	5494.23	4799.63	8074.92	2751.53	4317.37	2036.38	5098.82	6532.98	3861.85	6467.98	8658.73	6192.83	7845.34	6003.13	6825.33	5665.59	6258.6	5124.39	5735.15	4807.63	4551.09	5150.51	6495.4	7961.78	7882.43	3557.45	3483.39	2742.75	7062.15	7947.12	5938.97	7264.67	3888.79	6065.46	6280.35	3312.13
K01812	378	1319	1003.88	828.49	256.5	575.5	2106.25	5369.88	854.5	435	1395.5	1204.5	741	1133	1669.25	1805.37	535.25	691.25	331.25	747.5	1428	1337.67	2053.42	618.75	592.38	3299	870	2138.25	2329.75	1637.5	1652	1359	842.62	577.5	1393.13	2146.5	700.21	2514.12	1560.75	1002.5	2096.12	2324.33	1415.5	356.75	613.5	2024.58	1118	3120	1156	1121.25	1616	697.75	612.5	155.5	513.25	1383.25	553.75	1060.58	1016.17	1248.5	1385.75	383	1282.5	565.33	541	854.25	1578.5	1716.08	1248	571	762.5	1279	1214	499.5	1846.67	2458	814.62	913.5	1855.75	395.25	1485.25	2993	1455	833.75	1179	1275.75	1195.75
K01813	179.75	88	151.38	147.32	166.25	171	336.75	114.38	194.25	118.25	426	211	528.5	251.75	197.5	64.12	133.75	105.25	114.75	213.75	128	351.25	317.17	220.75	243.88	294.75	172.5	521	360.75	238.75	201.5	76	84.37	562	83.38	380.75	413.71	271.12	390	339.75	282.62	251.25	847.75	159.5	204.25	84	250.25	75.75	105	466.25	122	246.75	390	78.5	189.25	512	48.25	690.58	454	310.25	248.5	200.75	233.25	86.25	104	283	575.75	391.5	57	78.25	308.5	567	773.25	104.75	383.75	767.25	138.37	198	205.75	136.25	63.75	297	561	92.25	1009.75	329.75	365.25
K01814	5190.84	2484.04	2820.45	6115.04	1830.41	5238.16	4655.97	6171.46	3311.6	3126.93	3581.88	3389.54	2878.25	4946.95	4480.5	1857.47	1759.87	5452.13	2349.47	2337.58	3969.49	3063.95	3718.4	4675.98	2848.71	3574.14	5664.8	4456.45	4951.82	5275.8	3769.87	6748.7	1686.52	2110.73	4020.74	6727.85	3241.43	3873.5	3870.54	5639.25	4168.24	4172.98	5748.5	4180.28	4399.92	4850.51	4843.9	4342.32	7090.16	5308.05	4860.42	4795.7	3258.8	7366.16	2391.33	3773.5	1624.08	4208.32	5010.98	2142.05	4947.18	7765.3	4905	4562.17	4370.03	5824.5	3816.69	5404.53	3298.29	4991.68	3953.13	3408.69	4409.84	5505.45	6744.82	6082.6	2614.15	2893.99	1230.75	6319.58	7163.12	4405.1	6625.55	1483.65	5292.5	4404.99	3116.7
K01816	195	86	681.88	99.7	239	49	258.75	81.63	176	89	357.25	173	285.5	90	4.75	45.62	38.75	139.75	76.75	511.25	47.25	13	354.92	187.25	230.88	280.5	196.75	116.25	247.5	217.25	160	67	46.87	0	76.63	345.25	295.88	96.62	110	211	264.62	44.25	829	83.75	8	37.5	243	33.75	83	162.25	74	81.75	170	6.75	139.75	718.25	31.75	132.33	429	111.5	67.25	180	34	2	73	196.75	320	299.25	4	19	89	373.75	369	50.5	229	781	98.12	108	44.25	87.25	45.25	78	411	74.25	754.25	340.75	119.75
K01817	1757.83	680.08	789.38	407.07	476.83	1560.25	509.75	469.46	915.33	680	1685.25	1314	808.5	730.5	1857.42	779.37	652.75	544.75	704.08	727.58	489.92	454.5	867.92	657.75	734.63	456.17	1089.58	969.5	1089.33	892.25	1877	205	269.87	538.33	310.46	1020.25	714.21	566.7	1087.17	1497	644.12	606.42	1338.92	1533.92	394	729.17	785	1058	445	936.5	612.17	471.25	1286.5	4800.08	1337.58	805.25	258.08	1251.66	606.08	1218.5	1835.75	1000	663.17	376.42	255.33	806.08	759.42	717.92	132	1303.5	1092.13	824.08	875.25	637.5	687	865	1107.12	655.83	469.75	1734.17	853.75	675.5	748	1757.25	1017.75	716.75	650.92
K01818	19.33	8.33	250	21.45	32.83	191	57	263.33	159.33	41	85	1	147	14	944.67	61	86.5	233	117.33	2.33	122.67	292	7.67	10	74	58.67	359.33	95	82.83	169	85	16	0	454.33	12.33	2	98.83	11.33	229.67	9	71	10.67	62.67	36.67	15	5.17	10	151	16	320	67.67	19	112.5	62.83	35.33	0	20.83	419.66	0.33	1	146	2	14.67	9.67	60.33	42.33	45.67	143.67	8	8.33	215.83	106.33	17.25	329	168	3	13	41.83	187	154.67	61	3	52	18.5	3	6	331.17
K01819	0	11.5	147.5	7.33	2.5	175	3.5	24.5	99.5	5	131	8.5	138	0.5	875	76.5	73.5	192	44.5	2	0.5	4	30.67	1	1	0	318	94	2	138.5	118.5	0	3	0.5	10.5	14	36	0	40.5	5	44.5	0	0	7.5	11.5	2	3	148.5	3	6	71	0	9	1	14	9	2	112.33	120.5	2	104.5	10	2.5	11	170.5	4	0	0	1	0	3.5	3.5	19.5	194.5	111	0	2.5	43.5	39	0	62	0	0	4.5	10	0	77.5
K01821	1182	2.33	106	13.33	11.17	1138	65	7	53	24	889	759.67	147	298	686	148.99	18	98	351.99	15	61.67	304	4.34	4.33	19	56	552	10.33	598.5	55.33	1152	12.33	43	450	25	567	209.33	73.33	394	442	33	44.33	166	23	4.67	469	59	18.34	13.33	211	76	105.33	64	4488	741	0.67	5.5	77.33	22.33	5	580	142.33	15.33	49.67	18	73	22.33	101.67	7	942	479.5	188	3.34	4.33	172	36.33	21	106	127	896	460	4.34	162.34	24.34	102.33	20.33	193.5
K01823	1650	774.5	407.21	514.82	330.5	1190	590.75	1325.38	253	543	1850	1186	1046	925	803.75	590.62	136.91	382.75	591.75	713.25	1013.5	584.67	736.84	364.75	509.38	1353.25	995	811.25	993.67	672.75	1642	263	489.62	540	345.63	1077	551.71	523.45	743	1322	467.62	716	1089	383.75	646	567	518	712.25	378	600.75	467	405.5	718.75	4336.83	1183.75	1341	246.25	971.83	686	540.5	1482.75	267	202	207	424	426.08	574	497.75	436	1412.25	837.5	618.75	439.25	402	509.41	840	508.12	295.5	507.75	1161.25	1259.25	1068	688	282.25	1045.75	486.25	785.58
K01825	1806.5	592.33	1315	1139.12	1154.67	2442	1327	5338.25	2032	711.5	1538.75	1651.92	658.5	1405	1360	882.99	1046	1539	669.49	937	1503.75	1291.67	1513.59	426.33	962	1719.75	1207.25	1308.33	2836.5	1602.33	3061.17	1446.33	1350.25	607.5	2245.5	2267.25	1982.83	1618.33	925	733	1667.25	1358.08	619	376	527.67	2436.83	1123	1554.34	1023	2779	1565	593.75	836.75	5032.25	1019	1234.92	634.5	1456.83	910.83	808	1665	4802.83	596	1349	1077.5	760.5	1002.33	1530	1253	3124.25	760.3	1555.5	377.59	414.33	1648.59	712.33	604	1042.83	794	1544.33	1471	1389.84	1493.34	438.84	1013.33	975	1022.5
K01826	0	0	106	16.45	1.5	0	0	3	0	0	0	0	147	0	7	0	0	25	4	0	61	292	12.67	0	0	0	26	0	10	0	0	0	0	448	0	0	96.83	2	175	0	6	0	6	0	0	0	0	0	2	126	0	1	64	5	0	0	1.5	167.83	0	0	43	0	0	0	11	13	0	0	0	1	156.5	89	0.25	5	163	0	1	1	128	1	0	0	17	2	0	0	193.5
K01833	0	0	106	3.33	1.5	0	0	0	0	0	0	0	147	0	7	0	1.5	25	4	1	61	292	2.67	0	0	0	31	0	80	0	0	0	0	448	0	0	34	0	175	0	5	0	6	0	0	3.5	0	0	0	125	0	1	105.5	56.5	0	0	1.5	511.83	0	0	43	0	0	48	11	13	0	0	0	2	163.3	89	0	0	162	0	0	0	0	0	0	0	17	0	0	0	241.5
K01834	5986.44	4086.87	3516.82	7578.12	5568.18	7547.83	5618.47	7184.69	5476.6	3520.73	4487.48	5038.96	3598.42	6172.95	5928.9	3191.96	4842.13	6736.43	4891.96	2946.38	4347.49	4124.99	5318.27	4955.21	3059.81	5773.64	7483.8	6001.68	5918.32	6095.53	6925.37	7492.63	3566.12	2660.73	4733.74	7662.05	5150.96	5395.73	5205.59	6635.28	4974.94	6293.58	6084.03	4975.18	6152.59	5664.41	6071.73	6615.49	7647.63	7634.89	5851.82	5494.23	4800.63	8075.92	2751.53	4317.37	2036.38	5098.82	6532.98	3861.85	6467.98	8658.73	6192.83	7845.34	6003.13	6825.33	5665.59	6258.6	5127.39	5735.15	4810.63	4551.09	5150.51	6495.4	7961.78	7882.43	3557.45	3483.39	2742.75	7062.15	7947.12	5938.97	7264.67	3888.79	6065.46	6280.35	3314.13
K01835	5563.11	3549.04	3415.49	7082.87	4465.85	6353.83	5449.97	6847.61	3983.27	2824.23	4161.73	4712.21	3124.42	5583.95	5728.73	2625.96	3529.8	5903.43	4382.63	2550.05	4176.07	3975.82	4666.85	4488.71	2101.81	5638.22	6963.72	5139.68	5630.32	5526.03	5491.7	7408.63	2575.87	2282.4	4442.91	7491.8	3518.46	4975.57	4669.92	6526.28	4661.69	5452.66	5832.36	3460.51	5898.59	5228.24	5543.23	5826.49	7572.63	7381.39	5529.65	5077.98	4231.38	7703.51	2259.7	4013.62	1555.55	4482.49	5610.65	2676.85	5840.98	7899.23	5880.16	6682.67	5666.8	6260.5	5479.42	5984.93	5031.39	5456.4	4308.3	4256.26	4882.51	6083.15	7404.2	7731.43	2444.95	3014.23	2540.25	6317.15	7703.62	5557.97	7004.67	2169.79	5771.96	5515.35	3239.63
K01836	2	36	11	12.33	30.5	90	1	4	7	38	65	18	1	146	90	15.25	83	0	16	53	4.67	32	327.67	7	26	7	16.5	413	35	24	47	0	38	18	22	12	25.33	134	33	72	47	149.33	0	30	3	43	28.5	28.75	12.58	188	0	152.33	9	1	42	89.5	11	156.83	3	271	158	19	155.33	129	0	32	225	17	41	32	57	63	398	29	0	0	52	3	28	55	8	218	107	2	48	20.33	0
K01837	5986.44	4086.87	3516.82	7578.12	5568.18	7547.83	5618.47	7184.69	5476.6	3520.73	4487.48	5038.96	3598.42	6172.95	5928.9	3191.96	4842.13	6736.43	4891.96	2946.38	4347.49	4124.99	5318.27	4955.21	3059.81	5773.64	7483.8	6001.68	5918.32	6095.53	6925.37	7492.63	3566.12	2660.73	4733.74	7662.05	5150.96	5395.73	5205.59	6635.28	4974.94	6293.58	6084.03	4975.18	6152.59	5664.41	6071.73	6615.49	7647.63	7634.89	5851.82	5494.23	4800.63	8075.92	2751.53	4317.37	2036.38	5098.82	6532.98	3861.85	6467.98	8658.73	6192.83	7845.34	6003.13	6825.33	5665.59	6258.6	5127.39	5735.15	4810.63	4551.09	5150.51	6495.4	7961.78	7882.43	3557.45	3483.39	2742.75	7062.15	7947.12	5938.97	7264.67	3888.79	6065.46	6280.35	3314.13
K01838	803.41	748.58	1196.05	943.54	3065.58	1364.09	405.75	204.05	1163.25	529.58	845.83	1562.67	906.33	682.75	1583.5	187.12	302.59	1259.75	907.92	841.58	285.34	923.42	1546	403.75	344.46	838.42	1262.17	320.75	1043.25	1075.25	1803.5	698	737.37	593	684.54	1023.42	723.38	433.37	679.67	785.75	657.29	533.58	1034.33	863.51	1646.42	404.83	1236.25	400.42	456.74	1465.5	1033.5	219.58	1538	581.83	234.75	1114	87.25	1091.41	517.25	199.75	1203.83	965.25	633.91	2183.17	1248.83	830.34	1454.67	1092.83	918.17	594.25	807	1417.66	549.84	981	1027.25	1218.75	311.7	660.33	190.08	466.33	235.42	168	481.67	388.08	1036.75	1064.57	341.25
K01839	1593	1938.25	1945.5	1194.12	340.5	1770.42	2225	6500.33	993	953	2449.5	1907.5	1389.17	1364	2583	2024	654.5	1152.5	721.5	1203.25	1844.17	1409.34	2240.92	498.5	595.25	3334.75	1819.5	2264.25	2834.08	1526.25	4285	1455	1644	643.5	1529.5	2510.5	773.66	2838.42	1779.75	1968.83	2278.5	2513.83	889.08	468	1135.5	2485.08	1266.83	3254	1551	2115.59	1740	924.58	1008.25	4696.83	1169.5	2112.75	584	1520.58	802.92	1548	2716.5	280	1410.83	720.08	816.5	813.83	1462.42	1564.83	1789	1627.25	1207.5	1111.75	1416.83	845.92	1783.92	1882	1034.5	1094.5	2055.5	1460.92	2193	3267	1230.33	810.5	1553.08	1248.66	1171
K01840	2162.74	930.74	2019.55	1215.96	3335.08	2668.09	1407.25	5309.13	1889.58	693.58	2044.08	3284.84	1194.33	1193.25	2319.17	1022.11	1778.59	1541.75	2941.24	1250.66	641.09	1614.42	3077.67	721.08	624.21	1533.59	1861.25	502.08	3660.5	2341.83	3093.5	1827.33	872.62	664.33	1907.37	3120.17	1065.05	1535.03	1182.59	2073.75	2199.29	960.5	1623.5	1127.18	1963.09	2584.08	2120.25	1396.76	1033.16	2036	2358.67	389.75	2407.5	4911.41	1224.08	1551.67	388.58	2015.49	631.66	446.25	1493.83	1078.58	1140.75	2413.59	1651.66	984.67	1662.42	2822	1273.17	1612.75	1328.63	2177.49	604.43	1134.58	2044.42	1752.08	538.7	1409.16	474.08	1476	893.42	569.34	834.01	546.92	1130.33	1510.24	915.92
K01843	232.66	95.33	309.05	104.04	115.33	297.34	305.75	110.05	381	149.33	498.33	191.67	451.33	93	903.75	101.87	133.09	347.75	105.42	128.58	92.17	298	557	219.25	221.21	309.92	472.67	195.25	275.67	325.25	240	104	45.62	485	80.29	368.67	430.55	92.62	350.67	247	349.29	42.5	839.33	80.76	14.67	71.83	194.5	177.17	164.91	413.25	131	61.5	278.25	25.33	135.75	548.5	44.25	214.66	459	33.5	204.58	190	101.33	95.67	99.33	261.09	362.67	303.58	301.67	23.75	257.5	518.41	466.34	251.5	744.75	775	110.45	222.33	82.58	162.58	110.92	77	474.67	95.08	771.25	390.74	401.25
K01844	63.66	50.33	25.67	21.67	19.33	78.34	70	99.67	141	69.33	61.33	18.67	22.33	10	19	5	27.34	73	24.67	21.33	17.67	6	22	34	5.33	35.67	26.67	4	52.67	21	3	44	3	37	30.66	30.67	133.67	16	32.67	42	89.67	1	4.33	23.01	14.67	34.33	12	2.67	100.66	158	11	27	59	25.33	0	22	17	59.66	30	6	25.33	14	71.33	91.67	15.33	52.34	47.67	4.33	301.67	12	12	92.66	113.34	21	367	14	6.33	81.33	1.33	81.33	4.67	1	55.67	8.33	29	84.99	19
K01845	1595.33	89.66	458.5	722.2	1048.5	2224	287	467.08	1830.33	272	1117.25	1116.42	245.5	696.5	1332.67	327.99	924.5	995	524.32	316.08	460.92	350	582.34	64.33	119	201.17	1035.58	580.33	839.08	337.58	2198	297.33	880.25	512.33	913.83	632.75	1664.83	290.66	568.92	473	115	425.92	275.17	106.67	124.17	665.92	374	285.34	369.75	2444	325.17	432.5	918.5	4953.08	849.33	247.67	274.83	896.91	852.66	299.5	1388	4785.33	430.17	1040.84	826.33	503.33	654.5	426.84	1134	2675.5	557.13	781.58	695.84	247.58	638.5	144.33	276	258.33	448	1572.67	625	55.34	1038.34	120.84	1229.58	607	395.17
K01847	4803.34	1657.12	1516.95	5424.42	4111.58	5908.41	3339.3	621.21	3191.6	1961.43	2719.13	3416.71	1860.75	4520.95	4144	531.21	1509.04	4878.13	2552.71	1180.33	2353.24	2846.28	2673.4	3992.81	1574.96	2399.14	5930.55	2938.03	3378.32	3958.38	2402.7	5820.03	975.27	2074.23	2064.07	5535.1	2935.6	2137.08	3198.79	4995.25	2392.74	2948.57	5115.75	3043.78	4737.09	3181.43	4251.9	2567.91	6026.91	3715.8	3668.92	4053.2	2563.8	6860.41	1848.33	2047.17	880.08	2708.24	4781.06	1109.05	3815.68	3004.63	4318	6005.51	4172.53	5167.67	3521.27	4447.37	2674.29	3059.68	3579.63	2744.44	3904.68	5572.03	6113.48	5863.43	1522.15	2015.99	555.25	5370.5	6030.62	2293.44	5096.89	1332.49	4052.08	4213.49	2240.2
K01848	4803.34	1657.12	1516.95	5424.42	4111.58	5908.41	3339.3	621.21	3191.6	1961.43	2719.13	3416.71	1860.75	4520.95	4144	531.21	1509.04	4878.13	2552.71	1180.33	2353.24	2846.28	2673.4	3992.81	1574.96	2399.14	5930.55	2938.03	3378.32	3958.38	2402.7	5820.03	975.27	2074.23	2064.07	5535.1	2935.6	2137.08	3198.79	4995.25	2392.74	2948.57	5115.75	3043.78	4737.09	3181.43	4251.9	2567.91	6026.91	3715.8	3668.92	4053.2	2563.8	6860.41	1848.33	2047.17	880.08	2708.24	4781.06	1109.05	3815.68	3004.63	4318	6005.51	4172.53	5167.67	3521.27	4447.37	2674.29	3059.68	3579.63	2744.44	3904.68	5572.03	6113.48	5863.43	1522.15	2015.99	555.25	5370.5	6030.62	2293.44	5096.89	1332.49	4052.08	4213.49	2240.2
K01849	4803.34	1657.12	1516.95	5424.42	4111.58	5908.41	3339.3	621.21	3191.6	1961.43	2719.13	3416.71	1860.75	4520.95	4144	531.21	1509.04	4878.13	2552.71	1180.33	2353.24	2846.28	2673.4	3992.81	1574.96	2399.14	5930.55	2938.03	3378.32	3958.38	2402.7	5820.03	975.27	2074.23	2064.07	5535.1	2935.6	2137.08	3198.79	4995.25	2392.74	2948.57	5115.75	3043.78	4737.09	3181.43	4251.9	2567.91	6026.91	3715.8	3668.92	4053.2	2563.8	6860.41	1848.33	2047.17	880.08	2708.24	4781.06	1109.05	3815.68	3004.63	4318	6005.51	4172.53	5167.67	3521.27	4447.37	2674.29	3059.68	3579.63	2744.44	3904.68	5572.03	6113.48	5863.43	1522.15	2015.99	555.25	5370.5	6030.62	2293.44	5096.89	1332.49	4052.08	4213.49	2240.2
K01850	5580.34	3324.29	2848.57	6702.84	4572.41	6158.91	5095.05	6100.08	3419.6	2937.93	3672.38	4479.54	2591.75	5467.95	5531.75	2492.35	2328.29	5742.38	3049.97	2412.33	4052.66	3919.95	4697.23	4358.23	2709.08	5281.39	6439.3	4622.45	5327.07	5734.55	4407.87	7308.7	1772.9	2571.23	4430.44	7057.85	3073.38	4627.13	4630.54	6259.75	4378.62	5298.48	4992.25	3569.03	5761.42	5280.51	5403.9	5935.57	7256.24	6556.05	5497.92	4866.53	3434.05	7848.16	2446.08	3413	1764.83	3965.99	5074.4	3015.55	5631.43	7781.8	5684.83	6505.17	5455.03	6011.92	4912.44	5677.78	4563.29	5630.93	4461.83	3953.94	3625.34	5969.7	6798.57	6881.1	3042.53	2867.32	2550	6035.58	7634.37	5455.6	6521.55	3659.4	4125.75	4988.57	2988.95
K01851	191.83	46.33	348.38	104.57	130.83	219	238.75	206.21	255.33	122	441	174	446	184	924.42	264.62	1849.58	282.25	1743.08	108.58	112.67	292	285.67	192.25	289.88	295.92	473.83	263.25	318.33	355.25	237	61	42.62	453.33	62.96	338	368.71	79.95	340.67	206	398.62	72.17	891.67	93.42	84	101.67	179	597.75	63	255.75	137.67	84	445.25	66.33	304.08	580	46.58	803.16	433.33	816.5	180.25	178	61.67	92.67	149.83	235.41	326.67	435.92	0	145.25	307.33	440.58	353.25	368.75	377.75	761	685.12	199.83	227.25	236.92	112.25	83	419	1661.75	743.25	306.75	465.92
K01852	0	0	0	3.33	0	0	0	5	0	0	0	0	0	0	0	4.25	0	0	0	0	0	0	279.67	0	0	0	59	0	0.5	0	0	0	0	0	0	0	9	0	0	3	0	0	0	2	0	0	5.5	1.75	6.25	0	0	1	0	0	0	52.5	0	101.83	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
K01854	1072.5	1838.33	1232	1486.75	440.67	675.17	2211.67	6527.33	934.5	1004.5	1682.5	1314.17	1093.17	1087	2549.5	2112.49	653.5	687.5	654.24	1007.5	1863.5	1155.67	2302.84	616.33	1353	3280	1377	2273.33	2234.25	2111.33	1832.67	1718.33	963	562.5	2512.67	2034	575.5	2890	1661	1602.83	2365	2666.83	740.33	616.5	1119.17	2152.83	1352.83	3306.34	1577.17	3729.84	1864.5	1040.5	927	852.83	644.5	1522.67	969.5	962.83	1001.5	1479.5	2191.5	4882.83	1659.5	694.25	1733	1181.33	1993	1609.5	2621.5	2494.17	921	1611	1495.67	857.25	1826.34	1903.33	1253	1158	1970	1077	1808	3538.84	1947.67	860.34	2291.66	1312.83	956
K01856	0	0	251	17.45	2	0	0.5	11	402	0	0	24	0	0	0	4.25	0	0	0	0	0.5	0	293.17	0	0	0	59	0	2.5	0	0	0	0	1	0	0	71.83	2	0	3	1	0	0	2	1.5	0	7.5	1.75	10.25	1.5	0	1	0	4.5	0	53.5	0	101.83	0	0	0	0	0	0	5.5	0	0	0	0	3	1.5	0	0.25	5	1	0	10	1	128	1	0	0	0	2	0	0	0
K01857	0	0	0	16.45	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.67	0	0	0	4	0	0	0	0	0	0	0	0	0	71.83	2	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	5	0	0	0	101.83	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.25	5	1	0	1	1	128	1	0	0	0	2	0	0	0
K01858	0	312	39	185	6	0	1	6	0	0	0	0	8	0	0	0	0	1	0	1	4	0	2	1	0	0	0	40	10	5	859	0	667	0	0	0	25	2	1	0	0	0	1	0	2	0	1	0	3	3	0	0	0	17	0	0	0	0	0	0	77	0	8	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	3
K01885	5986.44	4086.87	3516.82	7578.12	5562.18	7547.83	5617.47	7181.69	5476.6	3520.73	4487.48	5038.96	3598.42	6172.95	5928.9	3191.96	4842.13	6735.43	4891.96	2945.38	4343.49	4124.99	5318.27	4954.21	3059.81	5773.64	7483.8	6001.68	5916.32	6090.53	6925.37	7492.63	3566.12	2660.73	4733.74	7662.05	5150.96	5393.73	5204.59	6635.28	4974.94	6293.58	6083.03	4975.18	6150.59	5664.41	6071.73	6615.49	7644.63	7631.89	5851.82	5494.23	4800.63	8060.92	2751.53	4317.37	2036.38	5098.82	6532.98	3861.85	6467.98	8658.73	6192.83	7845.34	6003.13	6824.33	5664.59	6258.6	5127.39	5735.15	4810.63	4551.09	5150.51	6495.4	7961.78	7882.43	3557.45	3483.39	2742.75	7060.15	7947.12	5938.97	7264.67	3888.79	6065.46	6279.35	3311.13
K01895	23.5	30	250.5	23.45	107.5	172	1	31.25	190	12	85.25	141	156	0	882	177	80.5	355	4	196	67.25	305	38.92	1	24	1.25	414.25	96	118.5	151	87.67	0	0.25	449	29	0.25	96.83	4	214	4	43	0.75	7	2	5	3.5	44	275	11	156.5	228	8.75	683.75	81.75	0	3.25	40.5	637.83	5.5	0	145	64	0	48	27	14	1	129	0	4.25	164	126.5	0.25	192	163.92	15	15	86.83	169	12.33	61	1.5	19	2	4	65	441.5
K01897	5801.84	3699.62	2647.95	7164.29	5460.08	7451.58	5400.97	6086.79	5229.1	2887.93	3916.88	4828.96	2921.42	6067.45	5782.5	2656.96	4704.87	6658.13	4631.46	2449.83	3885.99	3960.95	4293.82	4565.81	2804.96	5645.39	7058.8	5588.03	5776.57	5932.88	6400.2	7397.03	3385.52	2307.23	4447.24	7533.35	4965.93	5005.75	4735.29	6502.08	4471.49	5820.15	5812.08	3651.78	5693.09	5505.76	5623.23	6257.66	7217.83	7323.64	5710.42	5112.95	4632.05	7838.49	2599.83	3657.92	1892.58	4847.07	6277.23	3549.55	5531.68	7993.13	5969	7633.09	5474.53	6322.33	5460.94	6189.2	4977.79	5571.1	4492.13	4399.94	4999.76	6262.45	7424.4	7812.43	3062.65	3051.16	2592.25	6314.17	7625.62	5305.44	7135.22	3803.99	5810.41	5987.32	3232.7
K01902	448.33	31.33	192.5	487.45	177.83	57	17.67	192.58	162.33	68	71.75	85	171	113	664.67	36	347.83	119	156.08	17.33	174.42	318	61.42	44	102	66.92	195.58	92	181.58	337	39	174	1.25	504.33	907	38.25	226.83	73.33	352.67	35	69	60.75	113.67	60.67	81	107.17	213	447	110	2432	103.67	213.25	133.25	718.58	166.33	109.25	106.83	713.16	34.33	760	49	4694	379.67	93.42	750.33	460.66	631.67	179.67	843.5	1858.58	281.83	803.33	18.25	143	190.25	43	697	117	271	623.67	45	6	874	1625.5	729	79	281.17
K01903	448.33	31.33	192.5	487.45	177.83	57	17.67	192.58	162.33	68	71.75	85	171	113	664.67	36	347.83	119	156.08	17.33	174.42	318	61.42	44	102	66.92	195.58	92	181.58	337	39	174	1.25	504.33	907	38.25	226.83	73.33	352.67	35	69	60.75	113.67	60.67	81	107.17	213	447	110	2432	103.67	213.25	133.25	718.58	166.33	109.25	106.83	713.16	34.33	760	49	4694	379.67	93.42	750.33	460.66	631.67	179.67	843.5	1858.58	281.83	803.33	18.25	143	190.25	43	697	117	271	623.67	45	6	874	1625.5	729	79	281.17
K01905	428.5	30	114	494.45	64	57	15	31	164	36	3	158	155.5	12	626	126	28.5	249	42	205	137.5	318	54.67	38	38	10	182.5	20	156.5	291	42.67	171	1	501	886	36	226.83	72	334	36	43	29	58	25	5	45.5	133	153	114	2248.5	263	182.5	702	730	5	0	126.5	699.83	39.5	0	48	4758	208	48	721	435	586	172	838	1725	229	789.5	18.25	5	163.67	43	41	159.83	235	478.33	0	1.5	876	36	728	135	369.5
